和暦,西暦,月日,分類,事項,出典
昭和四十六年,1971,5月19日,政治・経済,"41年度から総事業費約4億7,100万円で進められていた才田地区の県営圃場整備事業がこのほど完成した。236.9ヘクタール。（25日完工式）",金沢の百年　昭和続編
昭和四十六年,1971,5月24日,政治・経済,近畿日本鉄道（大阪市）が香林坊再開発ビルにキーテナントとして入居する方針を決め、近鉄側から金沢都市開発準備会社へ正式に申し入れた。,金沢の百年　昭和続編
昭和四十六年,1971,6月1日,政治・経済,金沢市の八田農協は、45年度の全国農協貯蓄優秀組合E組で全国一に選ばれ、その表彰式が農林中央金庫金沢市所で行われた。,金沢の百年　昭和続編
昭和四十六年,1971,6月11日,政治・経済,"県が、市の南部丘陵（野田山、高尾、額）、東部丘陵（御所、小坂）、卯辰山（奥卯辰山）の計1,598ヘクタールを風致地区に追加指定する方針を決めた。",金沢の百年　昭和続編
昭和四十六年,1971,6月14日,政治・経済,百万石まつりの見物にブラジルのポルトアレグレ市のフロレンス市長、エレナ・トンプソン夫人ら一行5人が金沢を訪れた。,金沢の百年　昭和続編
昭和四十六年,1971,6月17日,政治・経済,源助大根の品質向上は種の統一からと、金沢農業改良普及所が戸室清水町の実験ほ場で採種栽培をしたところ、砂丘地での採取の5倍から10倍の収量を得た。,金沢の百年　昭和続編
昭和四十六年,1971,6月18日,政治・経済,第4回金沢港環境規制協議会で、同港工業用地から排出される産業廃棄物の処理対策の行きづまりが新しい課題として提示され、県は産業廃棄物対策協議会（仮称）を設置することにした。,金沢の百年　昭和続編
昭和四十六年,1971,6月21日,政治・経済,市の都市計画道路若宮・涌波線（旧三口新線）の鱗町・片町間650メートルが完成、鱗町交差点で開通式が行われた。昭和5年、はじめて富本町・三口新線として都計道路に策定されてから41年ぶりの貫通である。,金沢の百年　昭和続編
昭和四十六年,1971,6月27日,政治・経済,"第9回参院議員通常選挙の投票が行われ、即日開票の結果、石川地方区で嶋崎均（自民）が23万9,269票で当選した。",金沢の百年　昭和続編
昭和四十六年,1971,7月3日,政治・経済,海岸浸食がはげしい専光寺浜の健民海浜公園海水浴場をもとの姿にもどそうと、県は今年度から2年計画で専光寺浜の沖合に“離岸堤”を築くことにした。,金沢の百年　昭和続編
昭和四十六年,1971,7月5日,政治・経済,協同組合金沢ランバーリング（11社加盟）共同工場の起工式が、東蚊爪地内の木材工業用地で行われた。,金沢の百年　昭和続編
昭和四十六年,1971,7月9日,政治・経済,市は、医王山系を“太陽と緑”の自然スポーツ公園にとの構想を固め、47年度から総事業費7億円を投じて開発する方針を固めた。,金沢の百年　昭和続編
昭和四十六年,1971,7月9日,政治・経済,"通産省繊維雑貨局が、県繊維会館に北陸3県の繊維関係者約200人を招いて、対米繊維輸出自主規制実施に伴う救済特別措置の実施要領などを説明した。席上、石川県への長期低利融資は68億8,200万円であることを明らかにした。",金沢の百年　昭和続編
昭和四十六年,1971,7月13日,政治・経済,"県産米2,000トンを積み込むため、金沢港に入港した韓国船インチョン号(3,818トン)を迎え、金沢港輸出第1船出港記念式が金沢商工会議所で、中西知事、江川助役らが出席して行われた。",金沢の百年　昭和続編
昭和四十六年,1971,7月17日,政治・経済,武蔵第2街区開発ビルの専門店床を管理する「株式会社武蔵開発」の設立総会が金沢商工会議所で開かれ、正式に発足した。会長佐藤英雄（丸越社長）、社長岡秀男（武蔵第2街区再開発組合理事長）。,金沢の百年　昭和続編
昭和四十六年,1971,7月17日,政治・経済,"金沢市中央卸売市場は開設5周年を迎え、年間取扱いは開設以来20%伸びて12万6,000トン、金額にして188億円となった。",金沢の百年　昭和続編
昭和四十六年,1971,7月17日,政治・経済,金沢駅西土地区画整理事業の起工式が古川工業跡地で、中西知事、徳田市長らが出席して行われた。（総事業費80億円）,金沢の百年　昭和続編
昭和四十六年,1971,7月19日,政治・経済,県営大桑団地（3か年計画、330戸）の起工式が行われた。（事業費約10億円）,金沢の百年　昭和続編
昭和四十六年,1971,8月2日,政治・経済,七曲町地内の浅野川に架かる七曲橋が完成した。長さ24メートル。（工事費700万円）,金沢の百年　昭和続編
昭和四十六年,1971,8月12日,政治・経済,日中国交回復石川県民会議の結成総会が観光会館で開かれ、学者、文化人、経済人ら約400人が集まった。代表委員守友友範ら6人。,金沢の百年　昭和続編
昭和四十六年,1971,8月25日,政治・経済,県織物構造改善工業組合の織物構造改善部会で「これまでは設備、生産の拡大の方策をとってきたが、今後は縮小均衡の方向転換をしなければならない」との意見が出、現在進行中の織物構造改善事業3か年計画の再検討を迫られた。,金沢の百年　昭和続編
昭和四十六年,1971,8月27日,政治・経済,牛肉などの輸入自由化反対の県内関係団体代表者会議が県農業会館で開かれ、30日に東京で開かれる自由化反対全国生産者大会に15人の代表を送ることを決めた。,金沢の百年　昭和続編
